web-scraper-order,web-scraper-start-url,directory_link,directory_link-href,company,rating
"1593892433-5723","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Lite-On Technology Corporation","14"
"1593892430-5685","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","Lotus Pads","14"
"1593892402-5313","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Raleigh Cycle Ltd (JES)","9"
"1593892467-6157","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Fiat Chrysler Automobiles N.V. (FCA)","6.5"
"1593892497-6622","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Bellway Plc","12.5"
"1593892399-5294","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","RISO -Ryana","http://www.corporatecritic.org/companiesatoz/RISO%20.aspx","RSA Insurance","4"
"1593892406-5375","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Price-PZ Cu","http://www.corporatecritic.org/companiesatoz/Price.aspx","Pukka Pads 2000 Ltd","14"
"1593892415-5480","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","OKOBAY VENTURES LTD","11.5"
"1593892411-5445","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","People Tree Fair Trade Group Ltd","(12)"
"1593892381-5027","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Tonic T-Shirts Ltd","14"
"1593892503-6723","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Anheuser-Busch InBev SA/NV","9"
"1593892395-5214","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Shanghai Automotive Industry Corporation","9"
"1593892474-6324","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Essential Care (Organics) Ltd","14.5"
"1593892435-5760","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Leathams Plc","14"
"1593892440-5807","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Kohlberg & Co LLC","14"
"1593892417-5518","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","Novartis AG","8"
"1593892368-4841","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Whitt-Wynns","http://www.corporatecritic.org/companiesatoz/Whitt.aspx","Winfresh Group","14"
"1593892467-6159","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Financial Systems & Consultancy","14"
"1593892408-5386","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Phillips 66","???"
"1593892467-6150","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Fellowes","14"
"1593892474-6277","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Ecco Holding A/S","8"
"1593892480-6395","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Dakine","14"
"1593892379-4972","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Traidcraft Foundation","13"
"1593892478-6350","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Desford Holdings","13.5"
"1593892458-6036","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Greene King plc","6"
"1593892386-5093","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","TDK Corp","14"
"1593892458-6005","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Golden Casket Company","14"
"1593892433-5720","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Linwood Fabrics Ltd","14"
"1593892442-5840","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Johnson Matthey plc","13"
"1593892408-5410","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Plum Baby Ltd","14"
"1593892494-6586","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","BNP Paribas","3.5"
"1593892503-6755","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Artesian Property Partnership","13"
"1593892460-6058","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","Gear Shift Cycles","14"
"1593892370-4874","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Wearth London Limited","???"
"1593892474-6271","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Eat Natural Ltd","9.5"
"1593892510-6850","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","123","http://www.corporatecritic.org/companiesatoz/123.aspx","3V Natural Foods Group","10"
"1593892497-6641","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Big Barn CIC","???"
"1593892395-5207","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Sequana Capital","14"
"1593892397-5239","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","S-Scora","http://www.corporatecritic.org/companiesatoz/S.aspx","SAAT (Foundation for the Administration of Triodos Bank Shares)","14"
