web-scraper-order,web-scraper-start-url,directory_link,directory_link-href,company,rating
"1593892417-5515","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","Norwich & Peterborough Building Society","13.5"
"1593892384-5077","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Tea and Coffee Plant","14"
"1593892492-6561","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Brother Industries Ltd","14"
"1593892464-6109","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","Frank Water Ltd","14"
"1593892377-4955","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","U","http://www.corporatecritic.org/companiesatoz/U.aspx","Unilever","1.5"
"1593892474-6311","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Enpac Ltd","???"
"1593892433-5711","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Lifetime Brands Inc","???"
"1593892483-6423","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Cream-Cybex","http://www.corporatecritic.org/companiesatoz/Cream.aspx","Cream O'Galloway Dairy Co Ltd","12.5"
"1593892397-5249","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","S-Scora","http://www.corporatecritic.org/companiesatoz/S.aspx","Sam I Am","14"
"1593892433-5718","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Line 6","14"
"1593892406-5365","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Price-PZ Cu","http://www.corporatecritic.org/companiesatoz/Price.aspx","Prothero Ltd","14"
"1593892362-4798","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Z","http://www.corporatecritic.org/companiesatoz/Z.aspx","Zapf Creation AG","14"
"1593892375-4925","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Very Innovative Group Ltd","9"
"1593892451-5916","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hiut Ltd","9.5"
"1593892506-6787","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","American Express Company","7.5"
"1593892487-6487","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Charterhouse Capital Partners LLP","13.5"
"1593892455-5985","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Group-Guy W","http://www.corporatecritic.org/companiesatoz/Group.aspx","Grupo Camargo Correa","13"
"1593892381-5014","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Tiana Fair Trade Organics Ltd","15"
"1593892435-5762","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","Legal & General Group plc","3.5"
"1593892451-5912","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hipp GMBH and Co Vertrieb KG","14"
"1593892464-6115","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","French Connection Group Plc","8.5"
"1593892370-4884","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","West Bromwich Building Society","13.5"
"1593892428-5642","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","M-Maxin","http://www.corporatecritic.org/companiesatoz/M.aspx","MacAndrews & Forbes Holdings Inc","9.5"
"1593892474-6264","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Earl Shilton Building Society","14"
"1593892440-5804","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Koç Holding AS","(7)"
"1593892508-6828","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Advanced Fluid Connections (AFC)","14"
"1593892497-6626","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","BenQ Group","14"
"1593892364-4809","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Y","http://www.corporatecritic.org/companiesatoz/Y.aspx","Yamato Holdings Co, Ltd","(14)"
"1593892503-6746","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Arla Foods amba","6.5"
"1593892393-5167","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Smiths Coffee Company Ltd","14"
"1593892476-6344","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Duali-DynCo","http://www.corporatecritic.org/companiesatoz/Duali.aspx","Duke Street Capital Holdings Ltd","11.5"
"1593892442-5823","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Jamaica Producers Group Ltd","14"
"1593892478-6363","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Do You Green","14"
"1593892492-6558","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","BRODIE MELROSE DRYSDALE & CO LTD","7.5"
"1593892442-5848","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","Jupiter Fund Management Plc","5.5"
"1593892426-5605","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Mayborn Group plc","13.5"
"1593892506-6772","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","All Market Inc","12.5"
"1593892508-6803","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","A World of Buzz Limited","???"
"1593892510-6840","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","123","http://www.corporatecritic.org/companiesatoz/123.aspx","[MERGED] Stroud and Swindon Building Society","13.5"
"1593892490-6540","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Carlsberg A/S","9"
"1593892386-5104","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","Tesla Motors Inc","8"
"1593892458-6012","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","GoPro, Inc.","???"
"1593892408-5405","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Plants Of Distinction","14"
"1593892471-6249","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Etablissements Charles Nusse","14"
"1593892381-5036","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Toyota Motor Corp","5.5"
"1593892485-6449","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Combi Corporation","14"
"1593892381-5017","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","TINE SA","???"
"1593892485-6444","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Cocoa Loco Ltd","15"
"1593892460-6066","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","General Motors Corporation","4.5"
"1593892503-6756","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Artsana SpA","(8)"
"1593892408-5392","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Pioneer Corporation","14"
"1593892464-6110","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","Fratelli De Cecco di Filippo Fara San Martino S.p.A.","14"
"1593892417-5509","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Ninte-NYK L","http://www.corporatecritic.org/companiesatoz/Ninte.aspx","Nkuku","13"
"1593892364-4808","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Y","http://www.corporatecritic.org/companiesatoz/Y.aspx","Yamaha Corporation","14"
"1593892426-5619","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Maya-Minis","http://www.corporatecritic.org/companiesatoz/Maya.aspx","Merck & Co Inc","13"
"1593892424-5576","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","MJM International Ltd","14"
"1593892458-6001","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Glen -Gregg","http://www.corporatecritic.org/companiesatoz/Glen%20.aspx","Go-Ahead Group plc","10.5"
"1593892464-6094","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Flowf-Funda","http://www.corporatecritic.org/companiesatoz/Flowf.aspx","FMR LLC","0.5"
"1593892397-5250","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","S-Scora","http://www.corporatecritic.org/companiesatoz/S.aspx","Samsung Group","4.5"
"1593892490-6551","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Caudwell Group","14"
"1593892451-5926","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hornby plc","14"
"1593892503-6739","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Archos SA","8"
"1593892506-6798","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Amsprop London Ltd","14"
"1593892494-6609","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","BMK H-Brita","http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx","Bravissimo Ltd","14"
"1593892408-5418","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Phile-Prezz","http://www.corporatecritic.org/companiesatoz/Phile.aspx","Premier Foods Plc","(9.5)"
"1593892487-6478","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","CBPE Capital","8"
"1593892433-5722","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Lette-Lolli","http://www.corporatecritic.org/companiesatoz/Lette.aspx","Lioncourt Capital Ltd","14"
"1593892447-5859","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","ICICI Bank Ltd","6.5"
"1593892478-6379","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Dr. Wolff Group","???"
"1593892379-4980","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Trek Bicycle Corporation","7"
"1593892411-5450","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Perrigo Company","8.5"
"1593892474-6303","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Endesa SA","14"
"1593892440-5811","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Koninklijke Wessanen nv (AKA Royal Wessanen)","(9.5)"
"1593892370-4863","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","Walgreens Boots Alliance, Inc.","1"
"1593892469-6175","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Europ-Exxon","http://www.corporatecritic.org/companiesatoz/Europ.aspx","Evesham Technology Holdings Ltd","14"
"1593892424-5582","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","MOMENTUM ELECTRIC LIMITED","???"
"1593892370-4856","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","W-Whitb","http://www.corporatecritic.org/companiesatoz/W.aspx","W & H Marriage & Sons","14"
"1593892497-6653","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Bellw-BMI","http://www.corporatecritic.org/companiesatoz/Bellw.aspx","Black Isle Brewing Co","14"
"1593892375-4905","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Valentino Fashion Group SpA","(13.5)"
"1593892390-5145","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Stichting INGKA Foundation","6"
"1593892471-6196","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Ecco Holding A/S","8"
"1593892453-5951","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Hanson UK","(7.5)"
"1593892471-6258","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","EWE AG","14"
"1593892395-5220","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","Shire plc","13"
"1593892490-6529","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Canon Inc","(5)"
"1593892375-4903","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Vaillant Group","10"
"1593892379-4978","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Travis Perkins plc","(5.5)"
"1593892386-5095","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","Tea Times Holding Ltd","14"
"1593892506-6778","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Allied Irish Banks Plc","5"
"1593892435-5740","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","L-Leona","http://www.corporatecritic.org/companiesatoz/L.aspx","L W Corporation Ltd","14"
"1593892451-5923","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Honesty Cosmetics","13.5"
"1593892492-6581","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Buxton Foods Limited","14"
"1593892485-6451","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Clove-Cp7 P","http://www.corporatecritic.org/companiesatoz/Clove.aspx","Comercializadora Internacional Banacol De Colombia SA","9.5"
"1593892424-5600","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","MUD Jeans International B.V.","15"
"1593892492-6570","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Briti-BuzzF","http://www.corporatecritic.org/companiesatoz/Briti.aspx","Bugaboo Design & Sales b.v.","14"
"1593892471-6201","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Edgewell Personal Care","???"
"1593892490-6538","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","C-Caudw","http://www.corporatecritic.org/companiesatoz/C.aspx","Career Connect","???"
"1593892402-5344","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Rinaldo Rinaldini Limited","???"
"1593892467-6154","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Ferrero International SA","8"
"1593892471-6195","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","É","http://www.corporatecritic.org/companiesatoz/%C3%89.aspx","Ebro Foods S.A","14"
"1593892411-5421","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","PA Consulting Group","8"
"1593892499-6683","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","B-Bella","http://www.corporatecritic.org/companiesatoz/B.aspx","Baroness Retail","9"
"1593892508-6830","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","A-Agfa-","http://www.corporatecritic.org/companiesatoz/A.aspx","Adventure Challenge Events","14"
"1593892415-5477","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Offshore Media Jersey Limited","14"
"1593892424-5588","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Moo Free Ltd","15"
"1593892381-5034","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Tottenham Hotspur plc","(14)"
"1593892381-5023","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Tomkins plc","14"
"1593892487-6495","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Chocoladefabriken Lindt & Sprüngli AG","8"
"1593892419-5555","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Newcastle Building Society","13.5"
"1593892415-5491","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","Only Natural Products Ltd","12.5"
"1593892506-6768","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","ALDI","12"
"1593892467-6148","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","F-Flaya","http://www.corporatecritic.org/companiesatoz/F.aspx","Favorita Fruit Company","5"
"1593892381-5010","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The W-TP-Li","http://www.corporatecritic.org/companiesatoz/The%20W.aspx","Thought Fashion Limited","13"
"1593892419-5549","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","N-Nikon","http://www.corporatecritic.org/companiesatoz/N.aspx","Neom Limited","???"
"1593892487-6480","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Centrica Plc","7"
"1593892474-6332","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","E","http://www.corporatecritic.org/companiesatoz/E.aspx","Ethical Wares Ltd","12"
"1593892411-5453","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","P-Phil","http://www.corporatecritic.org/companiesatoz/P.aspx","Pet Food UK Holdings Ltd","9.5"
"1593892487-6493","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","China National Offshore Oil Corporation","14"
"1593892393-5171","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Société Générale","13.5"
"1593892424-5570","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Mio T-Munic","http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx","Mitchells & Butlers","7.5"
"1593892440-5810","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Koninklijke Philips Electronics NV (Royal Philips)","9"
"1593892455-5996","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Group-Guy W","http://www.corporatecritic.org/companiesatoz/Group.aspx","Guy Pinard & Fils sarl","14"
"1593892388-5121","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Surya-Synge","http://www.corporatecritic.org/companiesatoz/Surya.aspx","Symphonix Ltd","14"
"1593892384-5054","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Green Apple","14"
"1593892451-5904","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","Hill Biscuits Ltd","10.5"
"1593892453-5961","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","H-Herba","http://www.corporatecritic.org/companiesatoz/H.aspx","Havana Holding B.V.","14"
"1593892386-5091","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","TCL Corporation","8"
"1593892406-5371","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Price-PZ Cu","http://www.corporatecritic.org/companiesatoz/Price.aspx","Pudding Clothing","14"
"1593892442-5843","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","J","http://www.corporatecritic.org/companiesatoz/J.aspx","JP Boden & Co Ltd","13.5"
"1593892447-5890","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","I-Islan","http://www.corporatecritic.org/companiesatoz/I.aspx","Iriver Ltd","14"
"1593892384-5074","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","The C-The T","http://www.corporatecritic.org/companiesatoz/The%20C.aspx","The Schmidt Family Foundation","???"
"1593892415-5470","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","O-Overs","http://www.corporatecritic.org/companiesatoz/O.aspx","OAO Gazprom","11"
"1593892460-6052","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","Gaskell plc","14"
"1593892480-6420","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","D-Deloi","http://www.corporatecritic.org/companiesatoz/D.aspx","Delamere Dairy Holdings","9.5"
"1593892501-6711","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Asda -Azzur","http://www.corporatecritic.org/companiesatoz/Asda%20.aspx","Authentic Bread Company","14"
"1593892379-4984","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Tribeca-May Ltd","13"
"1593892428-5657","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","M-Maxin","http://www.corporatecritic.org/companiesatoz/M.aspx","Marble Beers Limited","???"
"1593892375-4936","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","V-Viva!","http://www.corporatecritic.org/companiesatoz/V.aspx","Virgin Group Holdings Ltd","8"
"1593892506-6791","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Agnat-Amstr","http://www.corporatecritic.org/companiesatoz/Agnat.aspx","Ameriprise Financial Inc","13"
"1593892390-5147","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Stokke Gruppen AS","14"
"1593892460-6071","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","G-Glebe","http://www.corporatecritic.org/companiesatoz/G.aspx","GEORGANICS LTD","???"
"1593892402-5310","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","R-Risk","http://www.corporatecritic.org/companiesatoz/R.aspx","Rainbow Wholefoods","14"
"1593892503-6751","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","AMT C-Asahi","http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx","Arrogance Accessories Ltd","14"
"1593892501-6710","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Asda -Azzur","http://www.corporatecritic.org/companiesatoz/Asda%20.aspx","Auro Pflanzenchemie AG","13"
"1593892451-5917","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Hero-Hugo","http://www.corporatecritic.org/companiesatoz/Hero.aspx","HM Capital Partners LLC","14"
"1593892393-5175","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Skadd-Speci","http://www.corporatecritic.org/companiesatoz/Skadd.aspx","Softwalker Ltd","14"
"1593892487-6483","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Caurn-Cloth","http://www.corporatecritic.org/companiesatoz/Caurn.aspx","Champion Petfoods LP","???"
"1593892386-5108","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","T-The B","http://www.corporatecritic.org/companiesatoz/T.aspx","Thaymar Ltd","9"
"1593892440-5784","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","K-Kosni","http://www.corporatecritic.org/companiesatoz/K.aspx","Katvig ApS","14"
"1593892430-5697","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","Lycatel","(11)"
"1593892390-5155","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Specs-Super","http://www.corporatecritic.org/companiesatoz/Specs.aspx","Superdry PLC [previously SuperGroup Plc]","9"
"1593892395-5224","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Scott-Sixty","http://www.corporatecritic.org/companiesatoz/Scott.aspx","SHUBBAK:A WINDOW ON CONTEMPORARY ARAB CULTURE","???"
"1593892430-5688","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Londo-Lyrec","http://www.corporatecritic.org/companiesatoz/Londo.aspx","Lucy Bee Ltd","15"
"1593892478-6352","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","Delta-DS Sm","http://www.corporatecritic.org/companiesatoz/Delta.aspx","Deutsche Bahn","6.5"
"1593892379-4973","http://www.corporatecritic.org/companiesatoz/AtoZ.aspx","TPG-Tyrre","http://www.corporatecritic.org/companiesatoz/TPG.aspx","Traidcraft plc","12.5"
