web-scraper-order,web-scraper-start-url,category_link,category_link-href,company,rating
"1593950023-905","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Kimai","Rated : Good"
"1593950318-4426","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Michael Kors","Rated : Not Good Enough"
"1593950318-4104","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Kings of Indigo","Rated : Good"
"1593950318-4300","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Cue","Rated : Not good enough"
"1593950287-3754","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","The Social Outfit","Rated : Great"
"1593950182-2783","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","À La Garçonne","Rated : It's a start"
"1593950152-2461","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Ruby & Bloom","Rated : It's a start"
"1593950287-3946","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Kristinit","Rated : It's a start"
"1593950023-898","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Delikate Rayne","Rated : Good"
"1593950084-1585","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Vitamin A","Rated : Good"
"1593950102-2044","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","La Redoute","Rated : Not good enough"
"1593950398-5297","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Chiara Ferragni","Rated : Not good enough"
"1593950226-3097","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Bianca Spender","Rated : Good"
"1593950349-4579","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","DL1961","Rated : Good"
"1593950136-2271","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","TINYCOTTONS","Rated : Not good enough"
"1593950398-5315","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Lonsdale","Rated : Not good enough"
"1593950380-4808","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Tuckerman & Co","Rated : Great"
"1593950256-3566","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Converse","Rated : It's a start"
"1593950287-3885","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Wolford","Rated : It's a start"
"1593950349-4499","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","la fille d'O","Rated : Good"
"1593950023-1125","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Gina Tricot","Rated : It's a start"
"1593950287-4079","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Figue","Rated : Not good enough"
"1593950287-3778","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","GoldDust Dresses","Rated : Good"
"1593950349-4783","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Gina Tricot","Rated : It's a start"
"1593950182-2564","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Mighty Good Basics","Rated : Great"
"1593950084-1642","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Seasalt","Rated : It's a start"
"1593950318-4252","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Next","Rated : Not good enough"
"1593950182-2820","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","BlackMilk Clothing","Rated : It's a start"
"1593950226-3233","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Kristinit","Rated : It's a start"
"1593950256-3454","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","tentree","Rated : Good"
"1593950318-4213","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","FAGUO","Rated : It's a start"
"1593950102-1999","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Target Australia","Rated : Not Good Enough"
"1593950113-2113","https://directory.goodonyou.eco/","Maternity44","https://directory.goodonyou.eco/categories/maternity","Esprit","Rated : It's a start"
"1593950349-4627","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Ash & Rose","Rated : Good"
"1593950102-1990","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Croft & Barrow","Rated : Not good enough"
"1593950054-1388","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Crossroads","Rated : It's a start"
"1593950287-3994","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Ambra Maddalena","Rated : It's a start"
"1593950287-3853","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Witchery","Rated : Good"
"1593950152-2439","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Sorella Organics","Rated : Great"
"1593950084-1598","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Fashion Integrity By Galeries Lafayette","Rated : Good"
"1593950102-2072","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Solid & Striped","Rated : We avoid"
"1593950398-5222","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Reef","Rated : It's a start"
"1593950226-3193","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Nimble","Rated : It's a start"
"1593950256-3500","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","ragwear","Rated : Good"
"1593950380-4943","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Ecoalf","Rated : Good"
"1593950054-1420","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Venczel","Rated : Not good enough"
"1593950054-1239","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Will's Vegan Store","Rated : Good"
"1593950113-2105","https://directory.goodonyou.eco/","Maternity44","https://directory.goodonyou.eco/categories/maternity","MAMALICIOUS","Rated : It's a start"
"1593950318-4159","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Uterqüe","Rated : It's a start"
"1593950349-4472","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Mila.Vert","Rated : Great"
"1593950136-2287","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Decathlon","Rated : Not good enough"
"1593950084-1802","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Marc Jacobs","Rated : Not good enough"
"1593950084-1618","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","David Jones","Rated : Good"
"1593950023-1091","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Greenpacha","Rated : It's a start"
"1593950380-5070","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","R.E.V by Rêve En Vert","Rated : Good"
"1593950054-1519","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Element","Rated : Not Good Enough"
"1593950287-4009","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","BlackMilk Clothing","Rated : It's a start"
"1593950349-4471","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","HARA","Rated : Great"
"1593950256-3569","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Izzy lane","Rated : It's a start"
"1593950023-928","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Finisterre","Rated : Good"
"1593950398-5244","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Chelsea28","Rated : Not Good Enough"
"1593950398-5259","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Arc’teryx","Rated : Not good enough"
"1593950398-5336","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Bravissimo","Rated : We avoid"
"1593950152-2538","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Peter Alexander","Rated : Not Good Enough"
"1593950102-1982","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Sejour","Rated : Not Good Enough"
"1593950287-3950","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","MY BEACHY SIDE","Rated : It's a start"
"1593950102-1943","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Mara Hoffman","Rated : Good"
"1593950349-4475","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Thunderpants NZ","Rated : Great"
"1593950287-4053","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","DANNIJO","Rated : Not good enough"
"1593950084-1745","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","ALPINA","Rated : Not good enough"
"1593950256-3377","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Phil & Lui","Rated : Great"
"1593950084-1882","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Baldinini","Rated : Not good enough"
"1593950226-3342","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Jacob Cohën","Rated : Not good enough"
"1593950152-2463","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","PRIMARK","Rated : It's a start"
"1593950398-5265","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Ideology","null"
"1593950318-4134","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Katharine Hamnett","Rated : Good"
"1593950136-2176","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Country Road","Rated : Good"
"1593950318-4320","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","SABA","Rated : Not good enough"
"1593950023-930","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Vitamin A","Rated : Good"
"1593950054-1557","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Cuyana","Rated : Not good enough"
"1593950226-3092","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Olmsted Outerwear","Rated : Good"
"1593950380-4831","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Bhumi","Rated : Great"
"1593950152-2520","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Noni B","Rated : Not Good Enough"
"1593950084-1880","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Naturalizer","Rated : Not Good Enough"
"1593950054-1368","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","QWSTION","Rated : It's a start"
"1593950380-4903","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Pure Pod","Rated : Good"
"1593950318-4125","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Nena & Co.","Rated : Good"
"1593950182-2562","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","VATTER","Rated : Great"
"1593950182-2890","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Burton","Rated : Not good enough"
"1593950398-5247","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Halogen","Rated : Not Good Enough"
"1593950256-3638","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Cotton On Body","Rated : It's a start"
"1593950380-5025","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","The Level Collective","Rated : Good"
"1593950136-2388","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Esteban Cortazar","Rated : Not good enough"
"1593950054-1304","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Vans","Rated : It's a start"
"1593950152-2528","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Billabong","Rated : Not Good Enough"
"1593950318-4447","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Nicole Miller","Rated : Not good enough"
"1593950023-978","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","VOZ","Rated : Good"
"1593950136-2410","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Meshki","Rated : We avoid"
"1593950182-2906","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Etam","Rated : Not good enough"
"1593950287-3856","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Mata Traders","Rated : Good"
"1593950398-5268","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Under Armour","Rated : Not Good Enough"
"1593950102-1929","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Dressarte Paris","Rated : Good"
"1593950349-4613","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Citizens of Humanity","Rated : Good"
"1593950287-3826","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Neu Nomads","Rated : Good"
"1593950182-2762","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Gucci","Rated : It's a start"
"1593950256-3395","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Reflect Studio","Rated : Great"
"1593950287-3991","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Manning Cartell","Rated : It's a start"
"1593950136-2145","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Colieco","Rated : Good"
"1593950136-2403","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","The Upside","Rated : Not good enough"
"1593950023-852","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Pansy","Rated : Great"
"1593950054-1373","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Rubi","Rated : It's a start"
"1593950182-2881","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","For Love and Lemons","Rated : Not good enough"
"1593950380-4946","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","NIKIN","Rated : Good"
"1593950349-4667","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","132 5. Issey Miyake","Rated : It's a start"
"1593950226-3326","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Mammut","Rated : Not good enough"
"1593950195-2944","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Nautica","Rated : It's a start"
"1593950182-2714","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Champion","Rated : It's a start"
"1593950195-2954","https://directory.goodonyou.eco/","Suits80","https://directory.goodonyou.eco/categories/suits","Debenhams","Rated : It's a start"
"1593950287-4070","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Calvin Klein","Rated : Not good enough"
"1593950023-845","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Winden","Rated : Great"
"1593950084-1906","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Cosmoparis","Rated : Not good enough"
"1593950226-3271","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","MAKE","Rated : It's a start"
"1593950023-891","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Birdsong","Rated : Good"
"1593950256-3605","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Anna Field","Rated : It's a start"
"1593950380-5154","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","We Are HAH","Rated : It's a start"
"1593950054-1346","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Pier One","Rated : It's a start"
"1593950136-2179","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","David Jones","Rated : Good"
"1593950256-3444","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Elizabeth Suzann","Rated : Good"
"1593950380-4910","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Les Recuperables","Rated : Good"
"1593950136-2172","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Ayten Gasson","Rated : Good"
"1593950084-1791","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Rosetta Getty","Rated : Not good enough"
"1593950023-1163","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Halogen","Rated : Not Good Enough"
"1593950318-4287","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","FEAR OF GOD","Rated : Not good enough"
"1593950084-1855","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Suzanne Rae","Rated : Not good enough"
"1593950023-1118","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Anna Field","Rated : It's a start"
"1593950398-5340","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Castro","Rated : We avoid"
"1593950318-4359","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Joules","Rated : Not good enough"
"1593950136-2308","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Zimmermann","Rated : Not Good Enough"
"1593950102-2019","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","V by Very","Rated : Not good enough"
"1593950398-5280","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Boohoo","Rated : Not good enough"
"1593950182-2670","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Fashion Integrity By Galeries Lafayette","Rated : Good"
"1593950054-1522","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","Noni B","Rated : Not Good Enough"
"1593950398-5215","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Zanni","Rated : It's a start"
"1593950023-956","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","The Ethical Silk Company","Rated : Good"
"1593950349-4772","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Anna Field","Rated : It's a start"
"1593950023-1074","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Izzy lane","Rated : It's a start"
"1593950152-2470","https://directory.goodonyou.eco/","Sleepwear110","https://directory.goodonyou.eco/categories/sleepwear","Araks","Rated : It's a start"
"1593950398-5194","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Marks & Spencer","Rated : Good"
"1593950349-4535","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Boob","Rated : Good"
"1593950102-1995","https://directory.goodonyou.eco/","Plus Size162","https://directory.goodonyou.eco/categories/plus-size","Speedo","Rated : Not good enough"
"1593950136-2384","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Marie Jo","null"
"1593950256-3418","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Pamut","Rated : Good"
"1593950084-1832","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Kickers","Rated : Not good enough"
"1593950226-3116","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Adidas","Rated : Good"
"1593950256-3443","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Springkode","Rated : Good"
"1593950023-1157","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Cotton On Body","Rated : It's a start"
"1593950287-3869","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Ace & Jig","Rated : Good"
"1593950380-4809","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Thunderpants USA","Rated : Great"
"1593950256-3631","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","Klättermusen","Rated : It's a start"
"1593950398-5191","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Team Timbuktu","Rated : Good"
"1593950318-4155","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","132 5. Issey Miyake","Rated : It's a start"
"1593950380-4856","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Pico","Rated : Great"
"1593950136-2324","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Brownie","Rated : Not good enough"
"1593950084-1668","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Lindex","Rated : It's a start"
"1593950084-1689","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Pier One","Rated : It's a start"
"1593950182-2691","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Kotn","Rated : Good"
"1593950136-2298","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Boohoo","Rated : Not good enough"
"1593950380-4969","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","RÆBURN","Rated : Good"
"1593950182-2629","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Vyayama","Rated : Good"
"1593950318-4405","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Slowear","Rated : Not good enough"
"1593950318-4421","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Paul Smith","Rated : Not good enough"
"1593950287-4013","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Factorie","Rated : It's a start"
"1593950136-2349","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","La Halle","Rated : Not good enough"
"1593950023-1034","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Eden Ministry","Rated : It's a start"
"1593950398-5263","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Silou","Rated : Not good enough"
"1593950136-2310","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","City Chic","Rated : Not good enough"
"1593950023-1025","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","Titania Inglis","Rated : It's a start"
"1593950380-4823","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","People Tree","Rated : Great"
"1593950349-4544","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Naz","Rated : Good"
"1593950349-4649","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Dearborn Denim","Rated : Good"
"1593950182-2877","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","United Colors of Benetton","Rated : Not good enough"
"1593950023-986","https://directory.goodonyou.eco/","Accessories585","https://directory.goodonyou.eco/categories/accessories","ARTICLE22","Rated : Good"
"1593950318-4280","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Boohoo","Rated : Not good enough"
"1593950380-4973","https://directory.goodonyou.eco/","Tops887","https://directory.goodonyou.eco/categories/tops","Nomadic State of Mind","Rated : Good"
"1593950226-3046","https://directory.goodonyou.eco/","Outerwear641","https://directory.goodonyou.eco/categories/outerwear","Norden","Rated : Good"
"1593950349-4537","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Picture","Rated : Good"
"1593950136-2425","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","Sweet Pants","Rated : We avoid"
"1593950084-1764","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Lands' End","Rated : Not Good Enough"
"1593950084-1590","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","MATTER","Rated : Good"
"1593950084-1611","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Coclico","Rated : Good"
"1593950136-2351","https://directory.goodonyou.eco/","Swimwear277","https://directory.goodonyou.eco/categories/swimwear","PrettyLittleThing","null"
"1593950287-3905","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Mountain Hardwear","Rated : It's a start"
"1593950182-2705","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","H&M","Rated : It's a start"
"1593950287-3832","https://directory.goodonyou.eco/","Dresses & Playsuits614","https://directory.goodonyou.eco/categories/dresses","Mara Hoffman","Rated : Good"
"1593950318-4361","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Jake*s","Rated : Not good enough"
"1593950054-1434","https://directory.goodonyou.eco/","Bags378","https://directory.goodonyou.eco/categories/bags","1017 Alyx 9SM","Rated : Not good enough"
"1593950398-5332","https://directory.goodonyou.eco/","Activewear162","https://directory.goodonyou.eco/categories/activewear","Chantelle","Rated : We avoid"
"1593950349-4775","https://directory.goodonyou.eco/","Bottoms749","https://directory.goodonyou.eco/categories/bottoms","Bottega Veneta","Rated : It's a start"
"1593950084-1694","https://directory.goodonyou.eco/","Shoes421","https://directory.goodonyou.eco/categories/shoes","Panafrica","Rated : It's a start"
"1593950182-2632","https://directory.goodonyou.eco/","Basics & Intimates575","https://directory.goodonyou.eco/categories/basics","Cagey's Planet","Rated : Good"
"1593950318-4328","https://directory.goodonyou.eco/","Denim403","https://directory.goodonyou.eco/categories/denim","Tiffosi","Rated : Not good enough"
"1593950256-3428","https://directory.goodonyou.eco/","Sweaters & Knitwear620","https://directory.goodonyou.eco/categories/knitwear","PACT","Rated : Good"
