,directory_link-href,company,rating,sd_rating
1515,http://www.corporatecritic.org/companiesatoz/G.aspx,Galeries Lafayette,3.5,23
1516,http://www.corporatecritic.org/companiesatoz/D.aspx,Daimler AG,5,33
1517,http://www.corporatecritic.org/companiesatoz/P.aspx,PAI Partners,8,53
1518,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bettys & Taylors Group Ltd,9.5,63
1519,http://www.corporatecritic.org/companiesatoz/B.aspx,Babykind Ltd,14,93
1520,http://www.corporatecritic.org/companiesatoz/U.aspx,UB Group,14,93
1521,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Élan Media Partners Pty Ltd,14,93
1522,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Seton House Acquisition Ltd,14,93
1523,http://www.corporatecritic.org/companiesatoz/R.aspx,Real Good Food Company,14,93
1524,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Art Meets Matter,14,93
1525,http://www.corporatecritic.org/companiesatoz/Price.aspx,Provident Financial plc,13.5,90
1526,http://www.corporatecritic.org/companiesatoz/M.aspx,Malibu Health Products Limited,8.5,56
1527,http://www.corporatecritic.org/companiesatoz/I.aspx,Inika,14,93
1528,http://www.corporatecritic.org/companiesatoz/Scott.aspx,SIMPSONS SEEDS LTD,14,93
1529,http://www.corporatecritic.org/companiesatoz/S.aspx,Sapphire Systems Limited,12,80
1530,http://www.corporatecritic.org/companiesatoz/T.aspx,Telecom Italia S.p.A.,(13),86
1531,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Sealed Air Corporation,14,93
1532,http://www.corporatecritic.org/companiesatoz/N.aspx,Next Plc,(5.5),36
1533,http://www.corporatecritic.org/companiesatoz/C.aspx,Canada Post Corporation,14,93
1534,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Sports Brand International,14,93
1535,http://www.corporatecritic.org/companiesatoz/Lette.aspx,LG Corp,7.5,50
1536,http://www.corporatecritic.org/companiesatoz/K.aspx,Kao Group,8,53
1537,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Treasury Wine Estates,11.5,76
1538,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Connect Plus,9.5,63
1539,http://www.corporatecritic.org/companiesatoz/F.aspx,FAIR+true,14,93
1540,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Gossypium Ltd,15,100
1541,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,EW King & Co Ltd,14,93
1542,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Pin International Co Ltd,14,93
1543,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Character Group plc,14,93
1544,http://www.corporatecritic.org/companiesatoz/N.aspx,National Australia Bank Ltd (NAB),6.5,43
1545,http://www.corporatecritic.org/companiesatoz/R.aspx,Rathbone Brothers plc,(6),40
1546,http://www.corporatecritic.org/companiesatoz/J.aspx,James White Drinks,12.5,83
1547,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Toshiba Corp,4,26
1548,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Clarins,???,-1
1549,http://www.corporatecritic.org/companiesatoz/G.aspx,Gebana AG,14,93
1550,http://www.corporatecritic.org/companiesatoz/K.aspx,Koninklijke Grolsch N.V.,10.5,70
1551,http://www.corporatecritic.org/companiesatoz/D.aspx,De La Rue plc,14,93
1552,http://www.corporatecritic.org/companiesatoz/T.aspx,Tandem Group Cycles Ltd,8.5,56
1553,http://www.corporatecritic.org/companiesatoz/Huit%20.aspx,Huit Holdings Ltd,14,93
1554,http://www.corporatecritic.org/companiesatoz/Fung%20.aspx,FW Baker Ltd,10.5,70
1555,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Simba Dickie Group,14,93
1556,http://www.corporatecritic.org/companiesatoz/E.aspx,Eurasian Resources Group,???,-1
1557,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Direct Line Insurance Group plc,4.5,30
1558,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,eBay Inc,8.5,56
1559,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Cruz y Cruz S.A. de C.V,12,80
1560,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Ruddick Corporation,14,93
1561,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Nathan Cummings Foundation,???,-1
1562,http://www.corporatecritic.org/companiesatoz/B.aspx,BDO International Ltd,11,73
1563,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Armstrong Holdings Inc,14,93
1564,http://www.corporatecritic.org/companiesatoz/Q.aspx,Queenie Organics,???,-1
1565,http://www.corporatecritic.org/companiesatoz/J.aspx,Just Wholefoods Ltd,14,93
1566,http://www.corporatecritic.org/companiesatoz/Maya.aspx,MEGA Brands Inc.,14,93
1567,http://www.corporatecritic.org/companiesatoz/T.aspx,T.M.R. Investments Ltd,14,93
1568,http://www.corporatecritic.org/companiesatoz/B.aspx,Bayer AG,5,33
1569,http://www.corporatecritic.org/companiesatoz/W.aspx,Watford Electronics Ltd,14,93
1570,http://www.corporatecritic.org/companiesatoz/T.aspx,Tesco plc,1.5,10
1571,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,MPE SpA,14,93
1572,http://www.corporatecritic.org/companiesatoz/A.aspx,Adams Childrenswear Ltd,14,93
1573,http://www.corporatecritic.org/companiesatoz/A.aspx,Adbusters Media Foundation,15,100
1574,http://www.corporatecritic.org/companiesatoz/B.aspx,BAE Systems plc,11.5,76
1575,http://www.corporatecritic.org/companiesatoz/P.aspx,Pernod-Ricard SA,10,66
1576,http://www.corporatecritic.org/companiesatoz/N.aspx,N Brown Group plc,7,46
1577,http://www.corporatecritic.org/companiesatoz/C.aspx,Carlyle Group,9,60
1578,http://www.corporatecritic.org/companiesatoz/J.aspx,JDIF TRUSTEES SARL,???,-1
1579,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Eyed Monster Clothing Ltd,14,93
1580,http://www.corporatecritic.org/companiesatoz/V.aspx,Veg and City Drinks Limited,???,-1
1581,http://www.corporatecritic.org/companiesatoz/P.aspx,PaperlinX Ltd,14,93
1582,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Midsona,???,-1
1583,http://www.corporatecritic.org/companiesatoz/D.aspx,David Murdock,9.5,63
1584,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Rubicon Products Ltd,14,93
1585,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Clearspring Ltd,14.5,96
1586,http://www.corporatecritic.org/companiesatoz/G.aspx,Gazal Corporation Limited,13.5,90
1587,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Arquest Inc,14,93
1588,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Alcatel-Lucent Inc,14,93
1589,http://www.corporatecritic.org/companiesatoz/L.aspx,Laura's Organics Ltd,14,93
1590,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fonds Partenaires Gestion,14,93
1591,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Tropical Forest Products,14,93
1592,http://www.corporatecritic.org/companiesatoz/C.aspx,C&J Clark Ltd,7,46
1593,http://www.corporatecritic.org/companiesatoz/P.aspx,Petroleos de Venezuela SA (PDVSA),(14),93
1594,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dr A. Stoffel Holding AG,14,93
1595,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Buontempo Enterprises Ltd,14,93
1596,http://www.corporatecritic.org/companiesatoz/E.aspx,Elysia,14,93
1597,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plastaket Manufacturing Co,14,93
1598,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Sun Microsystems Inc,14,93
1599,http://www.corporatecritic.org/companiesatoz/D.aspx,Deloitte Touche Tohmatsu Ltd,13,86
1600,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Brothers We Stand,13.5,90
1601,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Body Shop International Limited,7.5,50
1602,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,THE RAW CHOCOLATE CO LTD,15,100
1603,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ecotoys Srl,14,93
1604,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Amira Nature Foods,7.5,50
1605,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Boylesports Holdings Ltd,14,93
1606,http://www.corporatecritic.org/companiesatoz/E.aspx,EQT Corporation,???,-1
1607,http://www.corporatecritic.org/companiesatoz/M.aspx,Masraf Al Rayan (MAR) Q.S.C.,12.5,83
1608,http://www.corporatecritic.org/companiesatoz/H.aspx,Hays Plc,14,93
1609,http://www.corporatecritic.org/companiesatoz/123.aspx,[OLD] Pants to Poverty Ltd,14,93
1610,http://www.corporatecritic.org/companiesatoz/F.aspx,Finlav SpA,12.5,83
1611,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,So Good International Ltd,14,93
1612,http://www.corporatecritic.org/companiesatoz/K.aspx,Koolkompany Limited,???,-1
1613,http://www.corporatecritic.org/companiesatoz/C.aspx,C + F Confectionery and Foods Holding,14,93
1614,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Burts Potato Chips Ltd,14,93
1615,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Bright Food (Group) Co Ltd,9.5,63
1616,http://www.corporatecritic.org/companiesatoz/Ovo%20E.aspx,Oxford Products Ltd,14,93
1617,http://www.corporatecritic.org/companiesatoz/T.aspx,Tata Sons,5,33
1618,http://www.corporatecritic.org/companiesatoz/T.aspx,Taifun-Tofu Gmbh,(13.5),90
1619,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Tiscali SpA,14,93
1620,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Bruichladdich Distillery Company Ltd,14,93
1621,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Earl Shilton Building Society,14,93
1622,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Chancerealm Group,14,93
1623,http://www.corporatecritic.org/companiesatoz/Briti.aspx,BT Group Plc,7.5,50
1624,http://www.corporatecritic.org/companiesatoz/M.aspx,Martlet Natural Food & Drink,14,93
1625,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,FREITAG lab. ag,14,93
1626,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bienestar International,14,93
1627,http://www.corporatecritic.org/companiesatoz/F.aspx,Firefly Solar Ltd,14,93
1628,http://www.corporatecritic.org/companiesatoz/H.aspx,Heineken Holding N.V.,12.5,83
1629,http://www.corporatecritic.org/companiesatoz/C.aspx,Camelot Group Plc,2.5,16
1630,http://www.corporatecritic.org/companiesatoz/R.aspx,Redbush Tea Co,11,73
1631,http://www.corporatecritic.org/companiesatoz/P.aspx,PFH (NSW) PTY LTD,???,-1
1632,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Somerset Postal Flowers,14,93
1633,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yeo Valley Group Ltd,???,-1
1634,http://www.corporatecritic.org/companiesatoz/E.aspx,EE Wholesale UK,15,100
1635,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lillemor Design AB,14,93
1636,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Grahams the Family Dairy Group LTD,11.5,76
1637,http://www.corporatecritic.org/companiesatoz/Price.aspx,PricewaterhouseCoopers International Limited (PwC),8.5,56
1638,http://www.corporatecritic.org/companiesatoz/Vivar.aspx,Vivid Imaginations Ltd,14,93
1639,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yorkshire Crisp Co,14,93
1640,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Brockton Capital LLP,12,80
1641,http://www.corporatecritic.org/companiesatoz/S.aspx,Scoraig Wind,14,93
1642,http://www.corporatecritic.org/companiesatoz/A.aspx,A B Performance Ltd,???,-1
1643,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Scottish & Newcastle plc,8.5,56
1644,http://www.corporatecritic.org/companiesatoz/I.aspx,Individual Restaurant Company plc,14,93
1645,http://www.corporatecritic.org/companiesatoz/Surya.aspx,Suttons Seeds (Holdings) Limited,13.5,90
1646,http://www.corporatecritic.org/companiesatoz/M.aspx,Maxdata Computer GmbH & Co,14,93
1647,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,BNFL (British Nuclear Fuels plc),14,93
1648,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Athenaeum Limited,14,93
1649,http://www.corporatecritic.org/companiesatoz/R.aspx,Revolver World,14,93
1650,http://www.corporatecritic.org/companiesatoz/W.aspx,Whitbread plc,7,46
1651,http://www.corporatecritic.org/companiesatoz/W.aspx,West Ham United FC,(14),93
1652,http://www.corporatecritic.org/companiesatoz/I.aspx,Innerworkings,14,93
1653,http://www.corporatecritic.org/companiesatoz/O.aspx,O'Briens Irish Sandwich Bars Ltd,14,93
1654,http://www.corporatecritic.org/companiesatoz/B.aspx,Barclays Plc,1.5,10
1655,http://www.corporatecritic.org/companiesatoz/L.aspx,Laverana GmbH & Co KG,10.5,70
1656,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plan Creations Co Ltd,14,93
1657,http://www.corporatecritic.org/companiesatoz/M.aspx,Maini Group,14,93
1658,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nutriops SL,13,86
1659,http://www.corporatecritic.org/companiesatoz/G.aspx,Giovanni Agnelli & C,12,80
1660,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Forum for African Women Educationalists,???,-1
1661,http://www.corporatecritic.org/companiesatoz/R.aspx,Ragman's Lane Farm,14,93
1662,http://www.corporatecritic.org/companiesatoz/J.aspx,Johnson & Johnson,4,26
1663,http://www.corporatecritic.org/companiesatoz/X.aspx,Xiaomi Corporation,???,-1
1664,http://www.corporatecritic.org/companiesatoz/Maya.aspx,MERMAID UK HOLDCO LIMITED,???,-1
1665,http://www.corporatecritic.org/companiesatoz/R.aspx,Real Nice Organic,15,100
1666,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Twitter Inc,10.5,70
1667,http://www.corporatecritic.org/companiesatoz/F.aspx,Fiskars AB OY,14,93
1668,http://www.corporatecritic.org/companiesatoz/Lette.aspx,LiteBulb Group Ltd,9,60
1669,http://www.corporatecritic.org/companiesatoz/U.aspx,Unibel,14,93
1670,http://www.corporatecritic.org/companiesatoz/B.aspx,Bandai Namco Holdings Inc,14,93
1671,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Liberty International,14,93
1672,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lyreco,14,93
1673,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Edwin Tucker & Sons Ltd,8.5,56
1674,http://www.corporatecritic.org/companiesatoz/Price.aspx,Product Creation Ltd,14,93
1675,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Eco Vegan Shoes International BV,???,-1
1676,http://www.corporatecritic.org/companiesatoz/Hero.aspx,HRG Group Inc.,13,86
1677,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Two Tomorrows Group Ltd,14,93
1678,http://www.corporatecritic.org/companiesatoz/K.aspx,Karo Pharma,???,-1
1679,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,BMI,14,93
1680,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dragonfly Foods,15,100
1681,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,The Walt Disney Company,6,40
1682,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Amshold Securities Plc,14,93
1683,http://www.corporatecritic.org/companiesatoz/TPG.aspx,TPG,(13.5),90
1684,http://www.corporatecritic.org/companiesatoz/E.aspx,Esprit Holdings Ltd,12.5,83
1685,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Cheung Kong (Holdings) Ltd,14,93
1686,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Budweiser Budvar National Corp,14,93
1687,http://www.corporatecritic.org/companiesatoz/E.aspx,Elna International Corp,14,93
1688,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Church & Dwight Co Inc,7,46
1689,http://www.corporatecritic.org/companiesatoz/KPMG%20.aspx,Kuyichi BV,14,93
1690,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Standard Life Aberdeen PLC,???,-1
1691,http://www.corporatecritic.org/companiesatoz/B.aspx,Bacardi & Company Limited,13,86
1692,http://www.corporatecritic.org/companiesatoz/D.aspx,D J Squire & Co. Ltd,6,40
1693,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Start Licensing,???,-1
1694,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Crediton Dairies,???,-1
1695,http://www.corporatecritic.org/companiesatoz/J.aspx,JH Moore & Son (Rickmansworth) Ltd,14,93
1696,http://www.corporatecritic.org/companiesatoz/Europ.aspx,Everton Football Club,14,93
1697,http://www.corporatecritic.org/companiesatoz/H.aspx,Hammerson PLC,13.5,90
1698,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yorkshire Hemp Limited,14,93
1699,http://www.corporatecritic.org/companiesatoz/K.aspx,Kit & Kin Ltd,???,-1
1700,http://www.corporatecritic.org/companiesatoz/Group.aspx,Guat Shoes,14,93
1701,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,William Sinclair & Sons (Stationers) Ltd,14,93
1702,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mondelez International,2,13
1703,http://www.corporatecritic.org/companiesatoz/S.aspx,Sanpower Group,14,93
1704,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Spring Meadow Holdings Ltd,14,93
1705,http://www.corporatecritic.org/companiesatoz/E.aspx,Equinor ASA,(7.5),50
1706,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lush Cosmetics Ltd,12,80
1707,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Bryncir Products Ltd,14,93
1708,http://www.corporatecritic.org/companiesatoz/W.aspx,Warburtons 1876 Limited,10.5,70
1709,http://www.corporatecritic.org/companiesatoz/N.aspx,Nestlé SA,0.5,3
1710,http://www.corporatecritic.org/companiesatoz/N.aspx,Netflix,10,66
1711,http://www.corporatecritic.org/companiesatoz/W.aspx,Wellspring Advisors LLC,14,93
1712,http://www.corporatecritic.org/companiesatoz/Z.aspx,ZOOLOGICAL SOCIETY OF LONDON,12.5,83
1713,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Draper's Organic Cotton,14,93
1714,http://www.corporatecritic.org/companiesatoz/B.aspx,Baycliffe Limited,11.5,76
1715,http://www.corporatecritic.org/companiesatoz/K.aspx,KCOM Group PLC,14,93
1716,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,CIME  S.C.A.,???,-1
1717,http://www.corporatecritic.org/companiesatoz/O.aspx,Oaxaca Ltd.,???,-1
1718,http://www.corporatecritic.org/companiesatoz/Group.aspx,GUS plc,14,93
1719,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Allchurches Trust Ltd,7,46
1720,http://www.corporatecritic.org/companiesatoz/I.aspx,Independent Service Engineering Limited,14,93
1721,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Coconut Collaborative,12.5,83
1722,http://www.corporatecritic.org/companiesatoz/123.aspx,[MERGED] Dunfermline Building Society,13,86
1723,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Gold Peak Industries (Holdings) Ltd,8.5,56
1724,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Homecare Group Holdings,14,93
1725,http://www.corporatecritic.org/companiesatoz/J.aspx,Jeyes Group Plc,(8),53
1726,http://www.corporatecritic.org/companiesatoz/V.aspx,VAUDE Sport GmbH & Co. KG,13,86
1727,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Best Western International Inc,14,93
1728,http://www.corporatecritic.org/companiesatoz/Vivar.aspx,Voluntary Service Overseas,???,-1
1729,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Bodywise (UK) Ltd,14,93
1730,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Liverpool Organic Brewery,???,-1
1731,http://www.corporatecritic.org/companiesatoz/I.aspx,Iskra Wind Turbine Manufacturers Ltd,14,93
1732,http://www.corporatecritic.org/companiesatoz/W.aspx,Wala-Stiftung,13,86
1733,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ebooks.com pty limited,14,93
1734,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Soma Organic,14,93
1735,http://www.corporatecritic.org/companiesatoz/123.aspx,21st Century Fox Inc,6.5,43
1736,http://www.corporatecritic.org/companiesatoz/S.aspx,Schroders plc,4.5,30
1737,http://www.corporatecritic.org/companiesatoz/L.aspx,La Poste,14,93
1738,http://www.corporatecritic.org/companiesatoz/S.aspx,SAUR,14,93
1739,http://www.corporatecritic.org/companiesatoz/B.aspx,Bambino Mio Ltd,12,80
1740,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,FTF Sweets,14,93
1741,http://www.corporatecritic.org/companiesatoz/Maya.aspx,McBride plc,7.5,50
1742,http://www.corporatecritic.org/companiesatoz/E.aspx,Eastman Kodak Company,7,46
1743,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mitsubishi Materials Corporation,(14),93
1744,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Living Nature Natural Products Ltd,(14),93
1745,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,BMO Financial Group,4,26
1746,http://www.corporatecritic.org/companiesatoz/V.aspx,VEGO Good Food UG,14,93
1747,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Severin-Elektrik GmbH & Co. KG,???,-1
1748,http://www.corporatecritic.org/companiesatoz/S.aspx,Safaricom,(???),-1
1749,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Severn Trent plc,13,86
1750,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Silampos SA,14,93
1751,http://www.corporatecritic.org/companiesatoz/E.aspx,Earthmonk,???,-1
1752,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,TofuTown.com GmbH,13.5,90
1753,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,THE FAYREFIELD GROUP LTD,11,73
1754,http://www.corporatecritic.org/companiesatoz/U.aspx,"Urban Outfitters, Inc",14,93
1755,http://www.corporatecritic.org/companiesatoz/E.aspx,E. Merck oHG,14,93
1756,http://www.corporatecritic.org/companiesatoz/L.aspx,LAN Airlines S.A.,14,93
1757,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,SPAR Food Distributors Ltd,6.5,43
1758,http://www.corporatecritic.org/companiesatoz/S.aspx,SCHUCO International KG,14,93
1759,http://www.corporatecritic.org/companiesatoz/A.aspx,Active Fitzroy Investment LP,???,-1
1760,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Big Bear Group Ltd,7.5,50
1761,http://www.corporatecritic.org/companiesatoz/S.aspx,SA Brain & Co Ltd,11.5,76
1762,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,TOMS Shoes LLC,9,60
1763,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Aria Assistance Group Ltd,14,93
1764,http://www.corporatecritic.org/companiesatoz/G.aspx,Give A Car,14,93
1765,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Southern Petrochemical Industries Corporation,14,93
1766,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Pon Holdings B.V.,???,-1
1767,http://www.corporatecritic.org/companiesatoz/U.aspx,Unilever PLC,5,33
1768,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lite-On Technology Corporation,14,93
1769,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lotus Pads,14,93
1770,http://www.corporatecritic.org/companiesatoz/R.aspx,Raleigh Cycle Ltd (JES),9,60
1771,http://www.corporatecritic.org/companiesatoz/F.aspx,Fiat Chrysler Automobiles N.V. (FCA),6.5,43
1772,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bellway Plc,12.5,83
1773,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,RSA Insurance,4,26
1774,http://www.corporatecritic.org/companiesatoz/Price.aspx,Pukka Pads 2000 Ltd,14,93
1775,http://www.corporatecritic.org/companiesatoz/O.aspx,OKOBAY VENTURES LTD,11.5,76
1776,http://www.corporatecritic.org/companiesatoz/P.aspx,People Tree Fair Trade Group Ltd,(12),80
1777,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Tonic T-Shirts Ltd,14,93
1778,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Anheuser-Busch InBev SA/NV,9,60
1779,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Shanghai Automotive Industry Corporation,9,60
1780,http://www.corporatecritic.org/companiesatoz/E.aspx,Essential Care (Organics) Ltd,14.5,96
1781,http://www.corporatecritic.org/companiesatoz/L.aspx,Leathams Plc,14,93
1782,http://www.corporatecritic.org/companiesatoz/K.aspx,Kohlberg & Co LLC,14,93
1783,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Novartis AG,8,53
1784,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Winfresh Group,14,93
1785,http://www.corporatecritic.org/companiesatoz/F.aspx,Financial Systems & Consultancy,14,93
1786,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Phillips 66,???,-1
1787,http://www.corporatecritic.org/companiesatoz/F.aspx,Fellowes,14,93
1788,http://www.corporatecritic.org/companiesatoz/E.aspx,Ecco Holding A/S,8,53
1789,http://www.corporatecritic.org/companiesatoz/D.aspx,Dakine,14,93
1790,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Traidcraft Foundation,13,86
1791,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Desford Holdings,13.5,90
1792,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Greene King plc,6,40
1793,http://www.corporatecritic.org/companiesatoz/T.aspx,TDK Corp,14,93
1794,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Golden Casket Company,14,93
1795,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Linwood Fabrics Ltd,14,93
1796,http://www.corporatecritic.org/companiesatoz/J.aspx,Johnson Matthey plc,13,86
1797,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plum Baby Ltd,14,93
1798,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,BNP Paribas,3.5,23
1799,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Artesian Property Partnership,13,86
1800,http://www.corporatecritic.org/companiesatoz/G.aspx,Gear Shift Cycles,14,93
1801,http://www.corporatecritic.org/companiesatoz/W.aspx,Wearth London Limited,???,-1
1802,http://www.corporatecritic.org/companiesatoz/E.aspx,Eat Natural Ltd,9.5,63
1803,http://www.corporatecritic.org/companiesatoz/123.aspx,3V Natural Foods Group,10,66
1804,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Big Barn CIC,???,-1
1805,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Sequana Capital,14,93
1806,http://www.corporatecritic.org/companiesatoz/S.aspx,SAAT (Foundation for the Administration of Triodos Bank Shares),14,93
1807,http://www.corporatecritic.org/companiesatoz/J.aspx,Janome Sewing Machine Co Ltd,14,93
1808,http://www.corporatecritic.org/companiesatoz/C.aspx,Caisse de Depot et Placement du Quebec,11.5,76
1809,http://www.corporatecritic.org/companiesatoz/S.aspx,Schwarz Beteiligungs-KG (Schwarz Group),5,33
1810,http://www.corporatecritic.org/companiesatoz/G.aspx,George Bateman and Son ltd,???,-1
1811,http://www.corporatecritic.org/companiesatoz/O.aspx,OrganiPets Limited,14,93
1812,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Green Tulip,10.5,70
1813,http://www.corporatecritic.org/companiesatoz/S.aspx,Sappi Ltd,14,93
1814,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Greenscents Ltd,???,-1
