,directory_link-href,company,rating,sd_rating
612,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,The Welsh Whisky Company Limited,14,93
613,http://www.corporatecritic.org/companiesatoz/V.aspx,Vendis Capital,13,86
614,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Northumbrian Water Group,(4.5),30
615,http://www.corporatecritic.org/companiesatoz/H.aspx,Habermaas GmbH,14,93
616,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Eastman Kodak Company,7,46
617,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Road Angel Group,14,93
618,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,EMC Corporation,5.5,36
619,http://www.corporatecritic.org/companiesatoz/O.aspx,Orange S.A,8.5,56
620,http://www.corporatecritic.org/companiesatoz/V.aspx,Viridian Nutrition Ltd,14,93
621,http://www.corporatecritic.org/companiesatoz/B.aspx,"Bandcamp, Inc.",14,93
622,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hotel Chocolat,(9),60
623,http://www.corporatecritic.org/companiesatoz/F.aspx,Findel plc,8.5,56
624,http://www.corporatecritic.org/companiesatoz/I.aspx,Ing Chang-Ki Wei-Chi Education Foundation,???,-1
625,http://www.corporatecritic.org/companiesatoz/H.aspx,Henry Squire & Sons Ltd,14,93
626,http://www.corporatecritic.org/companiesatoz/N.aspx,Natura Cosmeticos S/A,7.5,50
627,http://www.corporatecritic.org/companiesatoz/C.aspx,Capital Group Companies Inc,6,40
628,http://www.corporatecritic.org/companiesatoz/Price.aspx,Punjana Ltd,12.5,83
629,http://www.corporatecritic.org/companiesatoz/U.aspx,United Coffee group,(9.5),63
630,http://www.corporatecritic.org/companiesatoz/N.aspx,New Roots,???,-1
631,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Equal Exchange inc,???,-1
632,http://www.corporatecritic.org/companiesatoz/C.aspx,Canterbury International Ltd,14,93
633,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Anglo American plc,10,66
634,http://www.corporatecritic.org/companiesatoz/Phile.aspx,PitRok,11,73
635,http://www.corporatecritic.org/companiesatoz/KPMG%20.aspx,KTC (Edibles) Ltd,9,60
636,http://www.corporatecritic.org/companiesatoz/L.aspx,Land Securities Group,13.5,90
637,http://www.corporatecritic.org/companiesatoz/C.aspx,Caspian Topco,14,93
638,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hillfarm Oils Ltd,14,93
639,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Solarplicity Energy Limited,12.5,83
640,http://www.corporatecritic.org/companiesatoz/V.aspx,Virgin Money UK PLC (FKA CYBG PLC),???,-1
641,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,TJX Companies Inc,3,20
642,http://www.corporatecritic.org/companiesatoz/D.aspx,De Beers SA,11,73
643,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,SPAR International,14,93
644,http://www.corporatecritic.org/companiesatoz/C.aspx,Camphill Village Trust Limited,14,93
645,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Biotta AG,14,93
646,http://www.corporatecritic.org/companiesatoz/S.aspx,Saputo Inc,???,-1
647,http://www.corporatecritic.org/companiesatoz/Group.aspx,Grupo Noboa S.A.,14,93
648,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Frescolat SRL,???,-1
649,http://www.corporatecritic.org/companiesatoz/M.aspx,Marc Laurent SA,14,93
650,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Chocolaterie Guylian Nv,5,33
651,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ethex Investment Club Ltd,???,-1
652,http://www.corporatecritic.org/companiesatoz/F.aspx,First Foods,14,93
653,http://www.corporatecritic.org/companiesatoz/A.aspx,Acorn Dairy,???,-1
654,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Blue Diamond Ltd,6,40
655,http://www.corporatecritic.org/companiesatoz/F.aspx,Ferrero SpA,6.5,43
656,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Britannia Hotels,14,93
657,http://www.corporatecritic.org/companiesatoz/V.aspx,Verizon Communications Inc,5,33
658,http://www.corporatecritic.org/companiesatoz/F.aspx,Fender Musical Instruments Corporation,14,93
659,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Southern Co Inc,13,86
660,http://www.corporatecritic.org/companiesatoz/Surya.aspx,Swaddlebees,14,93
661,http://www.corporatecritic.org/companiesatoz/Cream.aspx,Cybex Industrial Ltd,14,93
662,http://www.corporatecritic.org/companiesatoz/C.aspx,Campbell Soup Co,12,80
663,http://www.corporatecritic.org/companiesatoz/N.aspx,Neal's Yard (Natural Remedies) Limited,13.5,90
664,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lindam Ltd,14,93
665,http://www.corporatecritic.org/companiesatoz/Surya.aspx,Swatch Group Ltd (The),14,93
666,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hoya Corporation,13.5,90
667,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Broughton Ales,14,93
668,http://www.corporatecritic.org/companiesatoz/H.aspx,HDI Haftpflichtverband der Deutschen Industrie Versicherungsverein auf Gegenseitigkeit,6,40
669,http://www.corporatecritic.org/companiesatoz/F.aspx,First Data Corporation,13.5,90
670,http://www.corporatecritic.org/companiesatoz/G.aspx,GasTerra,6,40
671,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Diana Dolls Fashion Inc.,14,93
672,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dr. August Oetker Kg,2.5,16
673,http://www.corporatecritic.org/companiesatoz/W.aspx,Weeks Foods Ltd,12.5,83
674,http://www.corporatecritic.org/companiesatoz/Cream.aspx,CyberLink Corp,???,-1
675,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Allianz SE,3.5,23
676,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Triumph International Spiesshofer & Braun,10,66
677,http://www.corporatecritic.org/companiesatoz/B.aspx,Belkin International,14,93
678,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Allen & Overy LLP,8,53
679,http://www.corporatecritic.org/companiesatoz/K.aspx,Karabay Limited [Dissolved],14,93
680,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Armor Group,14,93
681,http://www.corporatecritic.org/companiesatoz/I.aspx,Investor AB,9.5,63
682,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Elysia,14,93
683,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Birkenstock Orthopädie GmbH & Co.KG,9,60
684,http://www.corporatecritic.org/companiesatoz/W.aspx,Welsh Centre for International Affairs,???,-1
685,http://www.corporatecritic.org/companiesatoz/L.aspx,Lenovo Group Limited,7,46
686,http://www.corporatecritic.org/companiesatoz/B.aspx,Baby B Free Ltd,14,93
687,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Metsäliitto Co-operative,14,93
688,http://www.corporatecritic.org/companiesatoz/O.aspx,OTB SpA,5.5,36
689,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Plamil Foods Ltd,15,100
690,http://www.corporatecritic.org/companiesatoz/G.aspx,GCH Capital Ltd,14,93
691,http://www.corporatecritic.org/companiesatoz/Duali.aspx,Dualit Ltd,9,60
692,http://www.corporatecritic.org/companiesatoz/W.aspx,Wartsila,14,93
693,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Serco Group plc,5.5,36
694,http://www.corporatecritic.org/companiesatoz/W.aspx,Wesfarmers Ltd,5,33
695,http://www.corporatecritic.org/companiesatoz/A.aspx,Acorn Holdings B.V. (AHBV),6,40
696,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Crown Agents Foundation,???,-1
697,http://www.corporatecritic.org/companiesatoz/H.aspx,Harman International Industries Inc.,14,93
698,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Domino's Pizza Group Plc,7,46
699,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Triballat Noyal,9.5,63
700,http://www.corporatecritic.org/companiesatoz/W.aspx,WH Brakspear & Sons plc,14,93
701,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Powell's City of Books,14,93
702,http://www.corporatecritic.org/companiesatoz/A.aspx,ACDOCO,8.5,56
703,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Bridgepoint Group Limited,5.5,36
704,http://www.corporatecritic.org/companiesatoz/T.aspx,Ten Alps PLC,14,93
705,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hilco Global,7.5,50
706,http://www.corporatecritic.org/companiesatoz/L.aspx,Laura Ashley Holdings Plc,14,93
707,http://www.corporatecritic.org/companiesatoz/T.aspx,Tate & Lyle plc,13,86
708,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Esure Group,(5),33
709,http://www.corporatecritic.org/companiesatoz/Z.aspx,Zweckverband Oberschwabishe Elekrizitatswerke (OEW),14,93
710,http://www.corporatecritic.org/companiesatoz/M.aspx,Macquarie Group Limited,6,40
711,http://www.corporatecritic.org/companiesatoz/E.aspx,EQT International Holdings B.V.,???,-1
712,http://www.corporatecritic.org/companiesatoz/TPG.aspx,Triangle Wholefoods Collective Ltd (t/a Suma Wholefoods),13.5,90
713,http://www.corporatecritic.org/companiesatoz/W.aspx,Wannabeco LTD,???,-1
714,http://www.corporatecritic.org/companiesatoz/C.aspx,Castle Dairies Ltd,14,93
715,http://www.corporatecritic.org/companiesatoz/L.aspx,Leica AG,14,93
716,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Governor and Company of Bank of Ireland,4,26
717,http://www.corporatecritic.org/companiesatoz/Group.aspx,Groupe Renault,4.5,30
718,http://www.corporatecritic.org/companiesatoz/N.aspx,NICKYS NURSERY LTD,14,93
719,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Brintons Ltd,14,93
720,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Brown-Forman Corporation,13.5,90
721,http://www.corporatecritic.org/companiesatoz/Murph.aspx,Musgrave Group,14,93
722,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Doro AB,8.5,56
723,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Essential Care (Organics) Ltd,14.5,96
724,http://www.corporatecritic.org/companiesatoz/F.aspx,Filsol Solar Ltd,14,93
725,http://www.corporatecritic.org/companiesatoz/E.aspx,Eco Vegan Shoes International BV,???,-1
726,http://www.corporatecritic.org/companiesatoz/N.aspx,Nadian Pty Ltd,14,93
727,http://www.corporatecritic.org/companiesatoz/R.aspx,Reckitt Benckiser Group PLC,4.5,30
728,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,China National Foreign Trade Transportation Corporation,(14),93
729,http://www.corporatecritic.org/companiesatoz/S.aspx,Saker Vegetarian Foods Ltd,14,93
730,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Woolworths Group Plc (Historical Company),14,93
731,http://www.corporatecritic.org/companiesatoz/G.aspx,G-Star RAW C.V.,8.5,56
732,http://www.corporatecritic.org/companiesatoz/M.aspx,Market Harborough Building Society,14,93
733,http://www.corporatecritic.org/companiesatoz/K.aspx,Karbon Kinetics Ltd,???,-1
734,http://www.corporatecritic.org/companiesatoz/Q.aspx,Q River Ltd,???,-1
735,http://www.corporatecritic.org/companiesatoz/B.aspx,Bechtel Group Inc,14,93
736,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Colgate-Palmolive Co,4,26
737,http://www.corporatecritic.org/companiesatoz/123.aspx,[OLD] Alexon Group Plc,13,86
738,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Fair Trade Spirits Company,14,93
739,http://www.corporatecritic.org/companiesatoz/O.aspx,Olympus Corporation,5.5,36
740,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Life Insurance Corporation of India,6,40
741,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,EE Wholesale UK,15,100
742,http://www.corporatecritic.org/companiesatoz/L.aspx,La Société de participation Guyan,???,-1
743,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mothercare plc,13,86
744,http://www.corporatecritic.org/companiesatoz/P.aspx,Patagonia Works,12,80
745,http://www.corporatecritic.org/companiesatoz/N.aspx,Nichols plc,8.5,56
746,http://www.corporatecritic.org/companiesatoz/K.aspx,Korg Inc,14,93
747,http://www.corporatecritic.org/companiesatoz/Specs.aspx,"STEM Academia, TOO",???,-1
748,http://www.corporatecritic.org/companiesatoz/Phile.aspx,PLB Group,14,93
749,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,WOOSH BIKES LTD,???,-1
750,http://www.corporatecritic.org/companiesatoz/Europ.aspx,ExxonMobil Corporation,5.5,36
751,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Alder Tree Ltd,12,80
752,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Metro Bank Plc,12.5,83
753,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Apeejay Surrendra Group,12,80
754,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Benevo Foods,15,100
755,http://www.corporatecritic.org/companiesatoz/Scott.aspx,September Organic Dairy,14,93
756,http://www.corporatecritic.org/companiesatoz/M.aspx,Massey Energy Company,14,93
757,http://www.corporatecritic.org/companiesatoz/Fung%20.aspx,Fung Group,(5),33
758,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Lollipop Childrens Products Ltd,14,93
759,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Emmaljunga AB,14,93
760,http://www.corporatecritic.org/companiesatoz/M.aspx,Mastercard Incorporated,14,93
761,http://www.corporatecritic.org/companiesatoz/A.aspx,ABN AMRO Holding NV,(14),93
762,http://www.corporatecritic.org/companiesatoz/Vivar.aspx,VNG (Verbundnetz Gaz) AG,14,93
763,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Robert Saunders (Chigwell) Ltd,14,93
764,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bibico,9,60
765,http://www.corporatecritic.org/companiesatoz/Clove.aspx,"Cp7 Pet Food Investment, L.P.",???,-1
766,http://www.corporatecritic.org/companiesatoz/D.aspx,D & G SRL,13,86
767,http://www.corporatecritic.org/companiesatoz/Londo.aspx,LSE Retail Group LTD,???,-1
768,http://www.corporatecritic.org/companiesatoz/U.aspx,Unternehmensgruppe Theo Müller,7.5,50
769,http://www.corporatecritic.org/companiesatoz/F.aspx,Fairtrade Warehouse,14,93
770,http://www.corporatecritic.org/companiesatoz/C.aspx,Carrs Milling Industries,14,93
771,http://www.corporatecritic.org/companiesatoz/S.aspx,Samuel Smith Old Brewery (Tadcaster) Ltd,12,80
772,http://www.corporatecritic.org/companiesatoz/C.aspx,Carlson Companies Inc,14,93
773,http://www.corporatecritic.org/companiesatoz/F.aspx,First Grade International Ltd,11.5,76
774,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lukas Meindl GmbH & Co.,8,53
775,http://www.corporatecritic.org/companiesatoz/L.aspx,Lazard LLC,14,93
776,http://www.corporatecritic.org/companiesatoz/Huit%20.aspx,Hyun Won Inc.,14,93
777,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hubaco Ltd,14,93
778,http://www.corporatecritic.org/companiesatoz/H.aspx,Haci Omer Sabanci Holding AS,14,93
779,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Roland Corporation,14,93
780,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Goodlife Foods Ltd,13,86
781,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,WPP plc,8.5,56
782,http://www.corporatecritic.org/companiesatoz/Briti.aspx,British Land Company plc,13.5,90
783,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Modern Times Ltd,???,-1
784,http://www.corporatecritic.org/companiesatoz/IT'S%20.aspx,IT'S ONLY NATURAL LIMITED,12,80
785,http://www.corporatecritic.org/companiesatoz/T.aspx,Talktalk Telecom Group PLC,7,46
786,http://www.corporatecritic.org/companiesatoz/L.aspx,L'Equip Inc,14,93
787,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Hero cycles Ltd,???,-1
788,http://www.corporatecritic.org/companiesatoz/Caurn.aspx,Chadwick family,11.5,76
789,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Melco Holdings Inc,14,93
790,http://www.corporatecritic.org/companiesatoz/J.aspx,JP Morgan Chase & Company,6,40
791,http://www.corporatecritic.org/companiesatoz/Scott.aspx,Severn Delta Ltd,14,93
792,http://www.corporatecritic.org/companiesatoz/T.aspx,Telecom plus plc,12,80
793,http://www.corporatecritic.org/companiesatoz/I.aspx,Inter Parfums Inc,11,73
794,http://www.corporatecritic.org/companiesatoz/Price.aspx,Puig SL,7.5,50
795,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Fresh Del Monte Produce Inc,5.5,36
796,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,"Engaged Capital, LLC",???,-1
797,http://www.corporatecritic.org/companiesatoz/Duali.aspx,DynCorp International Inc,11,73
798,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Assicurazioni Generali spa,(13),86
799,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bills Stores Topco Limited,???,-1
800,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mitiska nv,14,93
801,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Montezuma's Direct Ltd,(9),60
802,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,Alticor Inc.,12.5,83
803,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Skagen Holdings Limited,???,-1
804,http://www.corporatecritic.org/companiesatoz/M.aspx,Massimo Zanetti Industries SA,9.5,63
805,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Ecozone (UK) Ltd,13.5,90
806,http://www.corporatecritic.org/companiesatoz/R.aspx,Ralph Lauren Corporation,(5),33
807,http://www.corporatecritic.org/companiesatoz/P.aspx,Petroleo Brasileiro SA - Petrobras,(11),73
808,http://www.corporatecritic.org/companiesatoz/B.aspx,Barnes & Noble Inc,8,53
809,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Brewin Dolphin Holdings plc,14,93
810,http://www.corporatecritic.org/companiesatoz/U.aspx,U and I Group PLC,???,-1
811,http://www.corporatecritic.org/companiesatoz/O.aspx,OrganiCup Aps,???,-1
812,http://www.corporatecritic.org/companiesatoz/F.aspx,F Duerr & Sons Ltd,14,93
813,http://www.corporatecritic.org/companiesatoz/L.aspx,Lastar Inc,14,93
814,http://www.corporatecritic.org/companiesatoz/Vivar.aspx,VP Elmarso Ltd,???,-1
815,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Fine Cheese Co,14,93
816,http://www.corporatecritic.org/companiesatoz/F.aspx,Faith in Nature Ltd,13,86
817,http://www.corporatecritic.org/companiesatoz/E.aspx,Eltax A/S,14,93
818,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Compass Group plc,11.5,76
819,http://www.corporatecritic.org/companiesatoz/P.aspx,Pace-e-Solutions,14,93
820,http://www.corporatecritic.org/companiesatoz/123.aspx,3G Capital Inc,10,66
821,http://www.corporatecritic.org/companiesatoz/T.aspx,Ted Baker Plc,14,93
822,http://www.corporatecritic.org/companiesatoz/I.aspx,Iberdrola S.A.,9,60
823,http://www.corporatecritic.org/companiesatoz/E.aspx,Ecotoys Srl,14,93
824,http://www.corporatecritic.org/companiesatoz/Agnat.aspx,AgroFair Europe,(13.5),90
825,http://www.corporatecritic.org/companiesatoz/R.aspx,Ragione sapa di Gilberto Benetton,14,93
826,http://www.corporatecritic.org/companiesatoz/N.aspx,Nikon Corporation,(5.5),36
827,http://www.corporatecritic.org/companiesatoz/I.aspx,IntegrIT Systems Ltd,12,80
828,http://www.corporatecritic.org/companiesatoz/M.aspx,Mackies Ltd,8,53
829,http://www.corporatecritic.org/companiesatoz/TPG.aspx,TPV Technology,7.5,50
830,http://www.corporatecritic.org/companiesatoz/W.aspx,Wacoal Holdings Corp,7.5,50
831,http://www.corporatecritic.org/companiesatoz/S.aspx,Saga PLC,(???),-1
832,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Luscombe Drinks Ltd (previously Luscombe Cider Ltd),15,100
833,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,Nokia Oyj,13.5,90
834,http://www.corporatecritic.org/companiesatoz/I.aspx,Industry Exchange Ltd (The),14,93
835,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The People's Operator plc,14,93
836,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Lynwood Investments CY Ltd,???,-1
837,http://www.corporatecritic.org/companiesatoz/E.aspx,Energizer Holdings,8,53
838,http://www.corporatecritic.org/companiesatoz/B.aspx,Bed Bath & Beyond,13,86
839,http://www.corporatecritic.org/companiesatoz/A.aspx,Adobe Systems Incorporated,7.5,50
840,http://www.corporatecritic.org/companiesatoz/K.aspx,Kosnic (UK) Ltd,14,93
841,http://www.corporatecritic.org/companiesatoz/S.aspx,Sandberg AS,14,93
842,http://www.corporatecritic.org/companiesatoz/S.aspx,SanDisk Corporation,14,93
843,http://www.corporatecritic.org/companiesatoz/E.aspx,Eoltec,14,93
844,http://www.corporatecritic.org/companiesatoz/Y.aspx,Yorkshire Building Society,13.5,90
845,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Elco Holdings,14,93
846,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mouses Favourite,???,-1
847,http://www.corporatecritic.org/companiesatoz/Briti.aspx,Bronwyn Lowenthal,9.5,63
848,http://www.corporatecritic.org/companiesatoz/N.aspx,Natural Organic Soap Company,14,93
849,http://www.corporatecritic.org/companiesatoz/C.aspx,Caradon Ideal Ltd,14,93
850,http://www.corporatecritic.org/companiesatoz/Clove.aspx,"Coca-Cola Company, The",1.5,10
851,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Europa Pet Foods Ltd,14,93
852,http://www.corporatecritic.org/companiesatoz/Hero.aspx,Holz Toys Ltd,14,93
853,http://www.corporatecritic.org/companiesatoz/Phile.aspx,Potts Partnership Limited,14,93
854,http://www.corporatecritic.org/companiesatoz/S.aspx,Saratoga Limited,13,86
855,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Source Sustainable Supply Chains Ltd,15,100
856,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,TomTom N.V.,14,93
857,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Community Foods (Holdings) Ltd,(14),93
858,http://www.corporatecritic.org/companiesatoz/V.aspx,ViewSonic Corporation,14,93
859,http://www.corporatecritic.org/companiesatoz/L.aspx,Lenox GmbH,12,80
860,http://www.corporatecritic.org/companiesatoz/The%20W.aspx,Tomy Co Ltd,14,93
861,http://www.corporatecritic.org/companiesatoz/O.aspx,Online Commerce Ltd,14,93
862,http://www.corporatecritic.org/companiesatoz/E.aspx,European Metal Recycling Ltd,14,93
863,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Deuter Sport GmbH,(11.5),76
864,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Bholdings Limited,13,86
865,http://www.corporatecritic.org/companiesatoz/H.aspx,Henkel AG & Co. KGaA,6.5,43
866,http://www.corporatecritic.org/companiesatoz/J.aspx,Jarvis Hotels,14,93
867,http://www.corporatecritic.org/companiesatoz/G.aspx,G.R. Lane Holdings Ltd,9,60
868,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Freehold Group,14,93
869,http://www.corporatecritic.org/companiesatoz/G.aspx,G4S plc,(6),40
870,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wiggly Wigglers Ltd,14,93
871,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Arion Banki Hf,(14),93
872,http://www.corporatecritic.org/companiesatoz/Glen%20.aspx,Greenfield Group Ltd,14,93
873,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Evesham Technology Holdings Ltd,14,93
874,http://www.corporatecritic.org/companiesatoz/Duali.aspx,Dulia family,???,-1
875,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Star Micronics Co Ltd,14,93
876,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Efad Holding,14,93
877,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Littleover Group,12,80
878,http://www.corporatecritic.org/companiesatoz/Skadd.aspx,Solar Twin,14,93
879,http://www.corporatecritic.org/companiesatoz/H.aspx,Hamsin Ltd,14,93
880,http://www.corporatecritic.org/companiesatoz/M.aspx,Malayan United Industries Berhad,14,93
881,http://www.corporatecritic.org/companiesatoz/E.aspx,Elizabeth Shaw Ltd,(13),86
882,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,"Fuller, Smith & Turner plc",6,40
883,http://www.corporatecritic.org/companiesatoz/Maya.aspx,Medela AG,14,93
884,http://www.corporatecritic.org/companiesatoz/U.aspx,Unicus Regulatory Services Ltd,14,93
885,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Flowflex Components Ltd,14,93
886,http://www.corporatecritic.org/companiesatoz/Ninte.aspx,NOVATEX GmbH Gummi- und Plastikfabrikation,14,93
887,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Areva Group,(9),60
888,http://www.corporatecritic.org/companiesatoz/Murph.aspx,Murphy Oil Corporation,14,93
889,http://www.corporatecritic.org/companiesatoz/Specs.aspx,Specsavers International Healthcare Ltd,10.5,70
890,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wilkinet,14,93
891,http://www.corporatecritic.org/companiesatoz/Mio%20T.aspx,Mooncup Employee Ownership Employee Trustee Limited,14.5,96
892,http://www.corporatecritic.org/companiesatoz/P.aspx,Paypal,9.5,63
893,http://www.corporatecritic.org/companiesatoz/W.aspx,Whirlpool Corp,5.5,36
894,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Combined Systems Inc,12,80
895,http://www.corporatecritic.org/companiesatoz/Delta.aspx,delta pronatura Dr. Krauss & Dr. Beckmann KG,8.5,56
896,http://www.corporatecritic.org/companiesatoz/O.aspx,O'Neill Inc,14,93
897,http://www.corporatecritic.org/companiesatoz/J.aspx,Judges Choice Pet Food Ltd,14,93
898,http://www.corporatecritic.org/companiesatoz/%C3%89.aspx,Earthmonk,???,-1
899,http://www.corporatecritic.org/companiesatoz/T.aspx,The Bridge SRL,13.5,90
900,http://www.corporatecritic.org/companiesatoz/V.aspx,VBites Foods Ltd,(13.5),90
901,http://www.corporatecritic.org/companiesatoz/RISO%20.aspx,Roche Holding AG,13.5,90
902,http://www.corporatecritic.org/companiesatoz/Asda%20.aspx,Axminster Carpets Holdings Ltd,14,93
903,http://www.corporatecritic.org/companiesatoz/BMK%20H.aspx,Britannia Building Society,7,46
904,http://www.corporatecritic.org/companiesatoz/Clove.aspx,Cotton Babies Inc,11,73
905,http://www.corporatecritic.org/companiesatoz/Bellw.aspx,Billabong International Ltd,13.5,90
906,http://www.corporatecritic.org/companiesatoz/Delta.aspx,Dorel Industries Inc,6.5,43
907,http://www.corporatecritic.org/companiesatoz/Lette.aspx,Livos Pflanzenchemie GmbH und Co. KG,11.5,76
908,http://www.corporatecritic.org/companiesatoz/Whitt.aspx,Wilkin & Sons Ltd,12,80
909,http://www.corporatecritic.org/companiesatoz/L.aspx,Leeds Building Society,14,93
910,http://www.corporatecritic.org/companiesatoz/The%20C.aspx,The Conscious Consumer Ltd,???,-1
911,http://www.corporatecritic.org/companiesatoz/R.aspx,Rally Design Ltd,???,-1
912,http://www.corporatecritic.org/companiesatoz/N.aspx,National Trust,5.5,36
913,http://www.corporatecritic.org/companiesatoz/Flowf.aspx,Foundation for a Just Society Inc,???,-1
914,http://www.corporatecritic.org/companiesatoz/Londo.aspx,Love Coffee,8,53
915,http://www.corporatecritic.org/companiesatoz/AMT%20C.aspx,Animal Abuse Injustice and Defence Society,14.5,96
